"VNR";"Voimassa";"SaatavuushairioAlkupaiva";"SaatavuushairioLoppupaiva";"Ilmoituspaiva";"Muokkauspaiva";"Yritys"
"572852";"K";"2022-10-03";"2022-12-31";"2022-09-15";"2022-11-02";"Abacus Medicine A/S"
"464110";"K";"2022-05-31";"2022-12-01";"2022-09-10";"2022-11-01";"Bausch & Lomb Nordic AB"
"186942";"K";"2022-11-01";"2023-01-31";"2022-10-25";"2022-11-01";"Fresenius Kabi AB, sivuliike Suomessa"
"459105";"K";"2022-12-17";"2023-01-31";"2022-10-28";"2022-11-01";"Accord Healthcare Oy"
"503831";"K";"2022-11-01";"2022-12-09";"2022-11-01";"2022-11-01";"GLAXOSMITHKLINE CONSUMER HEALTHCARE"
"167057";"K";"2022-11-04";"2022-11-28";"2022-11-01";"2022-11-01";"Teva Finland Oy"
"485449";"K";"2022-08-09";"2023-03-31";"2022-07-04";"2022-11-01";"Accord Healthcare Oy"
"184911";"E";"2022-08-20";"2022-11-01";"2022-08-12";"2022-11-01";"Orion Oyj"
"542893";"K";"2022-11-07";"2023-04-27";"2022-11-01";"2022-11-01";"Teva Finland Oy"
"185371";"E";"2022-10-25";"2022-11-01";"2022-09-30";"2022-11-01";"Orion Oyj"
"140613";"K";"2022-12-27";"2023-03-13";"2022-11-01";"2022-11-01";"Teva Finland Oy"
"438623";"K";"2023-01-21";"2023-03-31";"2022-10-07";"2022-11-01";"Accord Healthcare Oy"
"532218";"K";"2022-11-21";"2022-12-09";"2022-11-01";"2022-11-01";"Pfizer"
"081243";"K";"2022-11-03";"2022-11-25";"2022-11-01";"2022-11-01";"GLAXOSMITHKLINE CONSUMER HEALTHCARE"
"008959";"K";"2022-11-03";"2022-12-23";"2022-11-01";"2022-11-01";"Teva Finland Oy"
"577687";"E";"2022-08-31";"2023-08-31";"2022-08-31";"2022-11-01";"Orifarm Oy"
"040267";"K";"2022-11-22";"2022-12-05";"2022-11-01";"2022-11-01";"Teva Finland Oy"
"030674";"K";"2022-11-18";"2022-12-23";"2022-11-01";"2022-11-01";"Teva Finland Oy"
"122827";"K";"2022-11-19";"2023-01-31";"2022-10-28";"2022-11-01";"Accord Healthcare Oy"
"019121";"K";"2022-11-04";"2022-12-30";"2022-11-01";"2022-11-01";"OY GE HEALTHCARE BIO-SCIENCES AB"
"081478";"K";"2022-11-01";"2022-11-18";"2022-11-01";"2022-11-01";"GLAXOSMITHKLINE CONSUMER HEALTHCARE"
"106842";"K";"2022-09-23";"2023-01-31";"2022-09-02";"2022-11-01";"Accord Healthcare Oy"
"040148";"K";"2022-11-25";"2022-12-19";"2022-11-01";"2022-11-01";"Teva Finland Oy"
"077525";"K";"2022-12-10";"2023-03-31";"2022-10-07";"2022-11-01";"Accord Healthcare Oy"
"560121";"E";"2022-09-29";"2022-10-21";"2022-09-20";"2022-10-31";"Teva Finland Oy"
"023380";"K";"2022-06-29";"2023-01-09";"2022-02-22";"2022-10-31";"Teva Finland Oy"
"431948";"E";"2022-08-08";"2022-11-09";"2022-05-25";"2022-10-31";"Krka Finland Oy"
"573781";"E";"2022-10-12";"2022-11-15";"2022-10-11";"2022-10-31";"Teva Finland Oy"
"481176";"K";"2022-10-24";"2023-06-30";"2022-10-31";"2022-10-31";"GlaxoSmithKline Oy"
"470655";"K";"2022-11-07";"2023-01-16";"2022-10-31";"2022-10-31";"Baxter Oy"
"060114";"E";"2022-09-13";"2022-10-27";"2022-07-12";"2022-10-31";"Teva Finland Oy"
"491461";"E";"2022-08-08";"2022-11-09";"2022-07-12";"2022-10-31";"Teva Finland Oy"
"040724";"K";"2022-11-16";"2023-01-18";"2022-10-31";"2022-10-31";"Krka Finland Oy"
"423191";"K";"2022-12-12";"2022-12-15";"2022-10-31";"2022-10-31";"Sandoz A/S"
"581969";"K";"2022-09-26";"2022-12-16";"2022-09-16";"2022-10-31";"Novartis Finland Oy"
"125587";"E";"2022-09-22";"2022-11-03";"2022-09-20";"2022-10-31";"Teva Finland Oy"
"559147";"K";"2022-09-13";"2022-11-28";"2022-08-09";"2022-10-31";"Teva Finland Oy"
"046626";"K";"2022-11-18";"2023-03-13";"2022-10-10";"2022-10-31";"Teva Finland Oy"
"117333";"K";"2022-03-23";"2022-12-14";"2022-01-25";"2022-10-31";"Teva Finland Oy"
"585661";"E";"2022-10-27";"2022-10-28";"2022-10-27";"2022-10-31";"LEO Pharma Oy"
"139758";"K";"2022-10-20";"2022-12-12";"2022-10-04";"2022-10-31";"Teva Finland Oy"
"567694";"K";"2022-09-07";"2023-10-31";"2022-08-30";"2022-10-31";"Teva Finland Oy"
"190940";"E";"2022-11-01";"2022-11-04";"2022-10-31";"2022-10-31";"Sandoz A/S"
"030501";"E";"2022-11-01";"2022-11-04";"2022-10-31";"2022-10-31";"Sandoz A/S"
"034124";"K";"2022-11-07";"2023-01-09";"2022-10-18";"2022-10-31";"Teva Finland Oy"
"455298";"K";"2022-07-26";"2022-11-21";"2022-06-16";"2022-10-31";"Teva Finland Oy"
"117341";"K";"2022-04-13";"2022-12-14";"2022-03-08";"2022-10-31";"Teva Finland Oy"
"371235";"K";"2022-10-24";"2023-06-30";"2022-10-31";"2022-10-31";"GlaxoSmithKline Oy"
"079246";"K";"2022-10-31";"2022-12-14";"2022-10-31";"2022-10-31";"Krka Finland Oy"
"446879";"E";"2022-10-07";"2022-11-09";"2022-07-12";"2022-10-31";"Krka Finland Oy"
"100099";"K";"2022-03-23";"2022-12-14";"2022-01-25";"2022-10-31";"Teva Finland Oy"
"492207";"K";"2022-10-20";"2023-01-30";"2022-09-20";"2022-10-31";"Teva Finland Oy"
"006323";"K";"2022-10-07";"2022-12-19";"2022-09-20";"2022-10-31";"Teva Finland Oy"
"010128";"K";"2022-09-15";"2022-12-19";"2022-09-06";"2022-10-31";"Teva Finland Oy"
"049996";"K";"2022-10-24";"2022-12-12";"2022-10-18";"2022-10-28";"MSD Animal Health Oy"
"007549";"E";"2022-09-22";"2022-10-28";"2022-09-09";"2022-10-28";"Organon Finland Oy"
"400592";"K";"2022-10-20";"2023-01-02";"2022-10-18";"2022-10-28";"Teva Finland Oy"
"018735";"E";"2022-03-25";"2022-11-14";"2022-02-22";"2022-10-28";"Teva Finland Oy"
"540587";"K";"2022-11-02";"2022-12-05";"2022-09-30";"2022-10-28";"Orion Oyj"
"412894";"K";"2022-12-19";"2023-01-13";"2022-10-28";"2022-10-28";"Orion Oyj"
"417463";"E";"2022-10-24";"2022-11-02";"2022-10-28";"2022-10-28";"Orion Oyj"
"023952";"E";"2022-07-20";"2022-10-28";"2022-06-28";"2022-10-28";"Vetcare oy"
"414987";"E";"2022-10-28";"2022-10-28";"2022-09-21";"2022-10-28";"Pfizer"
"449344";"K";"2022-11-01";"2022-12-27";"2022-10-14";"2022-10-28";"Chiesi Pharma AB"
"043607";"E";"2022-10-01";"2022-10-28";"2022-08-30";"2022-10-28";"Vetcare oy"
"457734";"E";"2022-10-28";"2022-11-09";"2022-10-28";"2022-10-28";"McNeil, a division of Janssen-Cilag Oy"
"035024";"E";"2022-10-07";"2022-11-15";"2022-10-06";"2022-10-28";"LEO Pharma Oy"
"032654";"K";"2022-10-28";"2022-12-09";"2022-10-28";"2022-10-28";"LEO Pharma Oy"
"443325";"K";"2022-10-28";"2023-02-01";"2022-10-28";"2022-10-28";"Novo Nordisk Farma Oy"
"456843";"K";"2022-08-31";"2022-11-30";"2022-08-31";"2022-10-27";"Orifarm Healthcare Oy"
"197363";"K";"2022-10-15";"2022-11-22";"2022-10-12";"2022-10-27";"Berlin-Chemie / A. Menarini Suomi Oy"
"128240";"K";"2022-09-30";"2022-11-22";"2022-09-09";"2022-10-27";"Berlin-Chemie / A. Menarini Suomi Oy"
"504121";"K";"2022-10-24";"2023-01-18";"2022-10-27";"2022-10-27";"McNeil, a division of Janssen-Cilag Oy"
"074297";"E";"2022-11-04";"2022-10-27";"2022-10-19";"2022-10-27";"Vetcare Oy"
"498828";"K";"2022-08-31";"2022-11-30";"2022-08-31";"2022-10-27";"Orifarm Healthcare Oy"
"124832";"K";"2022-10-24";"2022-12-07";"2022-10-27";"2022-10-27";"McNeil a division of Janssen-Cilag Oy"
"188811";"K";"2022-06-30";"2022-11-22";"2022-06-14";"2022-10-27";"Berlin-Chemie / A. Menarini Suomi Oy"
"085784";"K";"2022-08-30";"2022-11-30";"2022-08-30";"2022-10-27";"Orifarm Healthcare Oy"
"105124";"E";"2022-09-13";"2022-11-08";"2022-09-06";"2022-10-27";"UCB Pharma Oy Finland"
"055687";"E";"2022-11-01";"2022-11-30";"2022-10-03";"2022-10-27";"Takeda Oy"
"401116";"K";"2022-09-12";"2022-12-31";"2022-09-12";"2022-10-27";"Stada Nordic ApS, Suomen sivuliike"
"401239";"K";"2022-09-07";"2022-11-30";"2022-08-17";"2022-10-27";"Vetcare oy"
"535976";"K";"2022-09-12";"2022-12-31";"2022-09-12";"2022-10-27";"Stada Nordic ApS, Suomen sivuliike"
"046885";"K";"2022-08-29";"2022-12-31";"2022-08-29";"2022-10-27";"Stada Nordic ApS, Suomen sivuliike"
"485711";"K";"2022-10-21";"2023-01-12";"2022-10-27";"2022-10-27";"Medical Valley Invest AB"
"018532";"K";"2022-11-30";"2022-12-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"467867";"K";"2022-10-26";"2022-12-31";"2022-10-04";"2022-10-26";"Viatris Oy"
"013110";"K";"2022-12-31";"2023-03-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"418366";"K";"2022-11-30";"2023-01-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"420343";"K";"2022-07-16";"2023-01-25";"2022-06-21";"2022-10-26";"Krka Finland Oy"
"029059";"K";"2022-07-26";"2022-11-30";"2022-05-25";"2022-10-26";"Krka Finland Oy"
"407207";"K";"2022-08-17";"2023-01-18";"2022-06-15";"2022-10-26";"Krka Finland Oy"
"489249";"K";"2022-09-19";"2022-12-28";"2022-09-19";"2022-10-26";"Krka Finland Oy"
"484244";"K";"2022-10-26";"2023-02-01";"2022-10-26";"2022-10-26";"Krka Finland Oy"
"447939";"K";"2022-10-10";"2023-01-25";"2022-10-05";"2022-10-26";"Krka Finland Oy"
"592151";"K";"2022-10-05";"2022-11-30";"2022-10-05";"2022-10-26";"Orifarm Healthcare Oy"
"061607";"K";"2022-10-05";"2022-12-31";"2022-09-05";"2022-10-26";"Viatris Oy"
"597653";"K";"2022-11-30";"2022-12-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"381868";"K";"2022-07-25";"2022-11-23";"2022-05-25";"2022-10-26";"Krka Finland Oy"
"445403";"K";"2023-02-10";"2023-03-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"444382";"K";"2022-12-31";"2023-01-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"560982";"K";"2022-08-16";"2023-01-18";"2022-08-17";"2022-10-26";"Krka Finland Oy"
"495572";"K";"2022-11-25";"2023-01-18";"2022-10-26";"2022-10-26";"Viatris Oy"
"444089";"K";"2022-11-22";"2022-12-28";"2022-10-26";"2022-10-26";"Viatris Oy"
"025120";"K";"2022-10-04";"2022-11-30";"2022-10-04";"2022-10-26";"Viatris Oy"
"016642";"K";"2022-12-04";"2022-12-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"137754";"E";"2022-08-18";"2022-11-02";"2022-06-21";"2022-10-26";"Krka Finland Oy"
"166241";"K";"2022-09-01";"2022-11-30";"2022-08-01";"2022-10-26";"Viatris Oy"
"147879";"K";"2022-08-10";"2022-12-31";"2022-08-01";"2022-10-26";"Viatris Oy"
"162440";"K";"2022-11-17";"2023-01-25";"2022-10-18";"2022-10-26";"Krka Finland Oy"
"509207";"K";"2022-07-29";"2022-11-30";"2022-07-29";"2022-10-26";"Orifarm Healthcare Oy"
"578692";"K";"2022-08-25";"2023-01-25";"2022-07-12";"2022-10-26";"Krka Finland Oy"
"528401";"K";"2022-09-01";"2022-12-31";"2022-05-31";"2022-10-26";"Viatris Oy"
"513096";"K";"2022-09-15";"2023-01-25";"2022-07-12";"2022-10-26";"Krka Finland Oy"
"528540";"K";"2022-11-30";"2023-01-11";"2022-10-26";"2022-10-26";"2care4 ApS, filial"
"518045";"K";"2022-10-28";"2023-02-22";"2022-08-02";"2022-10-26";"Krka Finland Oy"
"099813";"K";"2022-11-30";"2023-03-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"135832";"K";"2022-11-05";"2022-12-31";"2022-10-26";"2022-10-26";"Viatris Oy"
"126844";"K";"2022-12-26";"2023-01-23";"2022-10-26";"2022-10-26";"GlaxoSmithKline Oy"
"582221";"K";"2022-11-01";"2022-12-30";"2022-10-25";"2022-10-25";"OY GE HEALTHCARE BIO-SCIENCES AB"
"186000";"K";"2022-11-23";"2023-01-11";"2022-10-25";"2022-10-25";"Bayer Oy"
"522680";"K";"2022-09-07";"2023-02-17";"2022-08-18";"2022-10-25";"Bayer Oy"
"100131";"K";"2022-11-02";"2022-12-06";"2022-10-25";"2022-10-25";"Bayer Oy"
"057041";"E";"2022-10-31";"2022-11-11";"2022-10-25";"2022-10-25";"Fresenius Kabi AB, sivuliike Suomessa"
"541276";"K";"2022-08-18";"2023-02-08";"2022-08-18";"2022-10-25";"Bayer Oy"
"018486";"K";"2022-10-27";"2022-11-30";"2022-10-24";"2022-10-24";"Paranova Oy"
"423803";"K";"2022-11-01";"2023-01-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"475804";"K";"2022-10-26";"2022-11-30";"2022-10-24";"2022-10-24";"Paranova Oy"
"001659";"E";"2022-06-15";"2022-11-06";"2022-06-15";"2022-10-24";"Grünenthal Finland Oy"
"581841";"K";"2022-11-09";"2022-12-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"139063";"E";"2022-10-24";"2022-11-04";"2022-10-24";"2022-10-24";"Novartis Finland Oy"
"149095";"E";"2022-09-20";"2022-10-24";"2022-08-01";"2022-10-24";"Orion Oyj"
"379961";"K";"2022-10-26";"2022-12-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"121851";"K";"2022-10-31";"2022-11-30";"2022-10-24";"2022-10-24";"Paranova Oy"
"168947";"E";"2022-09-06";"2022-10-24";"2022-06-30";"2022-10-24";"Orion Oyj"
"146259";"K";"2022-11-21";"2022-12-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"396436";"K";"2022-10-12";"2022-12-15";"2022-10-21";"2022-10-24";"Gedeon Richter"
"012104";"E";"2022-10-12";"2022-10-24";"2022-10-14";"2022-10-24";"Orion Oyj"
"085223";"K";"2022-10-26";"2022-12-15";"2022-10-24";"2022-10-24";"Paranova Oy"
"404492";"K";"2022-11-07";"2022-12-15";"2022-10-24";"2022-10-24";"Paranova Oy"
"579405";"K";"2022-10-26";"2022-12-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"408288";"K";"2022-11-09";"2022-12-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"136492";"K";"2022-10-26";"2022-11-30";"2022-10-24";"2022-10-24";"Paranova Oy"
"513151";"K";"2023-01-15";"2023-02-01";"2022-10-24";"2022-10-24";"Sandoz A/S"
"037709";"K";"2022-11-20";"2022-12-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"031008";"E";"2022-10-04";"2022-11-01";"2022-06-04";"2022-10-24";"Sandoz A/S"
"066111";"K";"2022-11-01";"2022-12-31";"2022-10-24";"2022-10-24";"Baxter Oy"
"566277";"K";"2022-10-31";"2022-12-15";"2022-10-24";"2022-10-24";"Paranova Oy"
"573705";"K";"2022-10-31";"2022-12-15";"2022-10-24";"2022-10-24";"Paranova Oy"
"551903";"E";"2022-09-30";"2022-10-24";"2022-09-30";"2022-10-24";"Orion Oyj"
"043773";"K";"2022-10-26";"2022-12-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"421245";"K";"2022-11-30";"2023-01-31";"2022-10-24";"2022-10-24";"Paranova Oy"
"060005";"K";"2022-12-02";"2023-01-31";"2022-10-21";"2022-10-21";"Orion Oyj"
"445824";"E";"2022-09-27";"2022-10-21";"2022-09-23";"2022-10-21";"Orion Oyj"
"564373";"K";"2022-10-21";"2022-12-09";"2022-10-21";"2022-10-21";"Viatris Oy"
"066707";"K";"2022-10-20";"2023-01-27";"2022-09-21";"2022-10-21";"Pfizer"
"176941";"E";"2022-10-14";"2022-10-31";"2022-10-14";"2022-10-21";"Orion Oyj"
"441642";"E";"2022-10-21";"2022-10-24";"2022-10-21";"2022-10-21";"Perrigo Suomi Oy"
"431919";"E";"2022-10-10";"2022-11-01";"2022-10-21";"2022-10-21";"Propharma Group AB"
"371803";"K";"2022-12-07";"2023-01-31";"2022-10-21";"2022-10-21";"Orion Oyj"
"055711";"E";"2022-10-20";"2022-11-04";"2022-10-20";"2022-10-20";"Novartis Finland Oy"
"474254";"K";"2022-11-07";"2022-12-28";"2022-09-22";"2022-10-20";"Merck Oy"
"016939";"K";"2022-10-10";"2022-12-09";"2022-09-12";"2022-10-20";"Merck Oy"
"537908";"K";"2022-10-20";"2023-01-31";"2022-10-20";"2022-10-20";"Baxter Oy"
"016919";"E";"2022-10-03";"2022-10-28";"2022-09-12";"2022-10-20";"Merck Oy"
"069368";"E";"2022-10-20";"2022-11-08";"2022-10-20";"2022-10-20";"Viatris Oy"
"585463";"K";"2022-10-19";"2022-12-31";"2022-10-19";"2022-10-19";"Stada Nordic ApS, Suomen sivuliike"
"038764";"E";"2022-11-01";"2022-11-30";"2022-09-30";"2022-10-19";"Abacus Medicine A/S"
"501215";"K";"2022-03-18";"2023-03-17";"2021-10-26";"2022-10-19";"Oy H. Lundbeck Ab"
"012249";"K";"2022-10-19";"2022-12-31";"2022-10-19";"2022-10-19";"Stada Nordic ApS, Suomen sivuliike"
"035303";"E";"2022-09-21";"2022-10-26";"2022-09-15";"2022-10-19";"Orifarm Healthcare Oy"
"186080";"E";"2022-09-29";"2022-10-19";"2022-08-15";"2022-10-19";"Orion Oyj"
"513490";"E";"2022-10-24";"2022-10-31";"2022-10-19";"2022-10-19";"Novo Nordisk Farma Oy"
"585471";"K";"2022-10-19";"2022-12-31";"2022-10-19";"2022-10-19";"Stada Nordic ApS, Suomen sivuliike"
"489393";"K";"2022-10-19";"2022-12-31";"2022-10-19";"2022-10-19";"Stada Nordic ApS, Suomen sivuliike"
"043616";"E";"2022-10-21";"2022-11-14";"2022-10-19";"2022-10-19";"Vetcare oy"
"396659";"E";"2022-10-05";"2022-10-26";"2022-10-07";"2022-10-19";"McNeil a division of Janssen-Cilag Oy"
"427321";"K";"2022-08-12";"2022-11-30";"2022-08-10";"2022-10-19";"Novartis Finland Oy"
"425629";"E";"2022-10-20";"2022-11-15";"2022-10-19";"2022-10-19";"Orifarm Healthcare Oy"
"077915";"E";"2022-09-21";"2022-11-02";"2022-09-20";"2022-10-19";"McNeil, a division of Janssen-Cilag Oy"
"421304";"E";"2022-10-19";"2022-10-26";"2022-10-19";"2022-10-19";"Abacus Medicine A/S"
"071635";"E";"2022-10-10";"2022-10-25";"2022-10-19";"2022-10-19";"Abbvie"
"023367";"K";"2022-08-26";"2022-12-19";"2022-06-16";"2022-10-18";"Teva Finland Oy"
"109264";"K";"2022-11-05";"2022-12-16";"2022-10-18";"2022-10-18";"Bayer Oy"
"040742";"E";"2022-10-24";"2022-11-03";"2022-10-18";"2022-10-18";"Teva Finland Oy"
"021262";"K";"2022-09-06";"2023-01-09";"2022-08-26";"2022-10-18";"Teva Finland Oy"
"444574";"K";"2022-10-28";"2023-02-27";"2022-10-18";"2022-10-18";"Teva Finland Oy"
"002124";"E";"2022-09-06";"2022-11-15";"2022-09-06";"2022-10-18";"Biocodex Oy"
"110732";"E";"2022-10-24";"2022-11-15";"2022-10-18";"2022-10-18";"MSD Animal Health Oy"
"049978";"K";"2022-10-24";"2023-01-11";"2022-10-18";"2022-10-18";"MSD Animal Health Oy"
"021185";"K";"2022-06-10";"2023-01-09";"2022-04-06";"2022-10-18";"Teva Finland Oy"
"442399";"K";"2022-10-20";"2022-12-05";"2022-09-20";"2022-10-18";"Teva Finland Oy"
"002019";"E";"2022-09-06";"2022-11-15";"2022-09-06";"2022-10-18";"Biocodex Oy"
"557085";"E";"2022-10-19";"2022-10-24";"2022-10-04";"2022-10-18";"Teva Finland Oy"
"558064";"E";"2022-09-15";"2022-11-14";"2022-08-09";"2022-10-18";"Teva Finland Oy"
"145330";"K";"2022-11-20";"2023-04-28";"2022-10-18";"2022-10-18";"Bayer Oy"
"071502";"K";"2022-10-24";"2022-12-31";"2022-10-18";"2022-10-18";"Stada Nordic ApS, Suomen sivuliike"
"537953";"K";"2022-10-18";"2022-12-01";"2022-10-18";"2022-10-18";"Stada Nordic ApS, Suomen sivuliike"
"565440";"E";"2022-08-24";"2022-10-26";"2022-07-12";"2022-10-18";"Teva Finland Oy"
"157088";"K";"2022-10-18";"2023-02-22";"2022-10-18";"2022-10-18";"Krka Finland Oy"
"590919";"K";"2022-08-16";"2022-12-15";"2022-04-20";"2022-10-18";"Boehringer Ingelheim Finland Ky"
"033498";"E";"2022-09-07";"2022-11-14";"2022-08-09";"2022-10-18";"Teva Finland Oy"
"094442";"K";"2022-10-18";"2023-03-13";"2022-09-20";"2022-10-18";"Teva Finland Oy"
"007623";"E";"2022-10-24";"2022-11-04";"2022-10-18";"2022-10-18";"Teva Finland Oy"
"497728";"E";"2021-12-10";"2022-10-26";"2021-11-02";"2022-10-18";"Teva Finland Oy"
"196352";"E";"2022-10-21";"2022-11-14";"2022-10-04";"2022-10-18";"Teva Finland Oy"
"176455";"E";"2022-10-27";"2022-11-07";"2022-10-18";"2022-10-18";"Teva Finland Oy"
"013236";"E";"2022-11-22";"2022-10-18";"2022-10-04";"2022-10-18";"Teva Finland Oy"
"190703";"K";"2022-11-11";"2022-12-12";"2022-08-09";"2022-10-18";"Teva Finland Oy"
"528214";"E";"2022-06-20";"2022-10-26";"2022-05-16";"2022-10-18";"Krka Finland Oy"
"004092";"K";"2022-10-18";"2023-03-15";"2022-10-18";"2022-10-18";"Stada Nordic ApS, Suomen sivuliike"
"018904";"E";"2022-09-14";"2022-11-14";"2022-09-14";"2022-10-18";"Teva Finland Oy"
"061902";"K";"2022-07-04";"2022-12-01";"2022-06-17";"2022-10-18";"MSD Animal Health Oy"
"002245";"E";"2022-09-06";"2022-11-15";"2022-09-06";"2022-10-18";"Biocodex Oy"
"158861";"K";"2022-10-25";"2022-12-31";"2022-10-18";"2022-10-18";"Teva Finland Oy"
"115091";"E";"2022-08-26";"2022-10-31";"2022-06-16";"2022-10-18";"Teva Finland Oy"
"077661";"E";"2022-10-17";"2022-10-26";"2022-10-18";"2022-10-18";"Biocodex Oy"
"136607";"E";"2022-10-17";"2022-10-26";"2022-09-15";"2022-10-17";"Bayer Oy"
"112976";"K";"2022-10-17";"2022-12-31";"2022-10-17";"2022-10-17";"Stada Nordic ApS, Suomen sivuliike"
"034367";"K";"2022-10-17";"2022-12-31";"2022-10-17";"2022-10-17";"Stada Nordic ApS, Suomen sivuliike"
"577396";"E";"2022-03-28";"2022-10-18";"2022-01-31";"2022-10-14";"Fresenius Kabi AB, sivuliike Suomessa"
"460502";"E";"2022-10-11";"2022-10-31";"2022-08-05";"2022-10-14";"Orion Oyj"
"508939";"K";"2022-12-19";"2023-02-27";"2022-10-14";"2022-10-14";"Orion Oyj"
"183574";"E";"2022-10-24";"2022-11-14";"2022-10-14";"2022-10-14";"Orion Oyj"
"182865";"K";"2022-11-23";"2022-12-19";"2022-10-14";"2022-10-14";"Orion Oyj"
"047545";"K";"2021-08-05";"2022-12-05";"2021-06-18";"2022-10-14";"Orion Oyj"
"153385";"K";"2022-11-06";"2022-11-21";"2022-10-14";"2022-10-14";"Servier Finland Oy"
"047556";"K";"2022-06-23";"2022-12-05";"2022-04-29";"2022-10-14";"Orion Oyj"
"373077";"K";"2022-11-08";"2022-11-28";"2022-10-14";"2022-10-14";"Orion Oyj"
"544932";"E";"2022-08-10";"2022-10-19";"2022-08-10";"2022-10-13";"Orifarm Healthcare Oy"
"058354";"K";"2022-03-21";"2022-11-30";"2022-03-04";"2022-10-13";"Vetcare oy"
"576536";"E";"2022-10-14";"2022-10-26";"2022-10-13";"2022-10-13";"Abacus Medicine A/S"
"519520";"E";"2022-08-10";"2022-10-19";"2022-08-10";"2022-10-13";"Orifarm Healthcare Oy"
"055722";"E";"2022-08-18";"2022-10-25";"2022-08-15";"2022-10-13";"Novartis Finland Oy"
"486559";"K";"2022-08-13";"2022-12-31";"2022-08-12";"2022-10-13";"Accord Healthcare Oy"
"590060";"K";"2022-10-19";"2022-12-23";"2022-09-29";"2022-10-13";"Orifarm Healthcare Oy"
"396250";"E";"2022-10-13";"2022-10-31";"2022-10-13";"2022-10-13";"Baxter Oy"
"571329";"K";"2022-10-13";"2022-12-16";"2022-10-11";"2022-10-12";"POA Pharma Scandinavia AB"
"099111";"K";"2022-08-29";"2022-12-31";"2022-08-29";"2022-10-12";"Orifarm Oy"
"454853";"E";"2022-10-11";"2022-10-28";"2022-10-11";"2022-10-11";"Viatris Oy"
"128750";"E";"2022-10-17";"2022-10-25";"2022-10-11";"2022-10-11";"Pfizer Oy"
"000552";"K";"2022-12-12";"2022-12-30";"2022-09-29";"2022-10-11";"Pfizer"
"125804";"E";"2022-09-26";"2022-10-26";"2022-09-22";"2022-10-11";"Biocodex Oy"
"153407";"E";"2022-10-26";"2022-11-07";"2022-10-11";"2022-10-11";"Servier Finland Oy"
"070042";"E";"2022-10-17";"2022-10-24";"2022-10-11";"2022-10-11";"Janssen-Cilag Oy"
"152593";"K";"2022-04-30";"2022-12-12";"2022-01-18";"2022-10-11";"GlaxoSmithKline Oy"
"168120";"K";"2022-07-01";"2023-01-17";"2022-05-17";"2022-10-11";"Perrigo Suomi Oy"
"387208";"K";"2022-12-03";"2023-06-01";"2022-09-06";"2022-10-11";"GlaxoSmithKline Oy"
"491503";"K";"2022-06-01";"2022-12-31";"2022-05-03";"2022-10-10";"Abacus Medicine A/S"
"137537";"K";"2022-09-07";"2022-12-31";"2022-07-04";"2022-10-10";"Accord Healthcare Oy"
"562545";"K";"2022-10-14";"2023-02-06";"2022-10-10";"2022-10-10";"Teva Finland Oy"
"136154";"E";"2022-10-10";"2022-10-26";"2022-10-10";"2022-10-10";"Bracco Imaging Scandinavia AB"
"475076";"K";"2022-10-15";"2022-12-31";"2022-08-31";"2022-10-10";"Accord Healthcare Oy"
"154894";"K";"2022-10-19";"2022-12-12";"2022-10-10";"2022-10-10";"Teva Finland Oy"
"583401";"K";"2022-05-24";"2022-12-30";"2022-05-17";"2022-10-10";"OY GE HEALTHCARE BIO-SCIENCES AB"
"466897";"E";"2022-09-05";"2022-10-19";"2022-09-02";"2022-10-10";"Abacus Medicine A/S"
"083017";"E";"2022-09-27";"2022-10-19";"2022-09-15";"2022-10-10";"Abacus Medicine A/S"
"582692";"K";"2022-08-26";"2022-12-23";"2022-07-19";"2022-10-10";"OY GE HEALTHCARE BIO-SCIENCES AB"
"582627";"K";"2022-08-12";"2022-12-30";"2022-08-05";"2022-10-10";"OY GE HEALTHCARE BIO-SCIENCES AB"
"031742";"K";"2022-10-19";"2022-11-21";"2022-10-07";"2022-10-07";"Orion Oyj"
"464244";"K";"2022-11-30";"2023-02-10";"2022-10-07";"2022-10-07";"Orion Oyj"
"069678";"K";"2022-10-07";"2023-01-31";"2022-10-07";"2022-10-07";"McNeil a division of Janssen-Cilag Oy"
"435206";"K";"2022-11-01";"2022-11-21";"2022-10-07";"2022-10-07";"Orion Oyj"
"481705";"E";"2022-10-28";"2022-11-04";"2022-10-07";"2022-10-07";"Orion Oyj"
"148299";"K";"2022-11-10";"2022-12-19";"2022-10-07";"2022-10-07";"Orion Oyj"
